FSHBSTCLPN,obstacle_name,BSTCLNM,gazetted_name,GZTTDNM,UTM_ZONE,TMSTNG,TMNRTHNG,utm_zone,utm_easting,utm_northing,last_updated,geometry
22002,BEAVER DAM,Falls,NA,NA,9,452163,6025400,10,681826,5730206,2021-02-11,"c(-325125.484245365, 6100215.16570886, 0)"
34104,Cascade,Culvert,NA,NA,9,547399,6066285,10,632631,6048838,2021-02-11,"c(-223566.710224952, 6124426.25722762, 0)"
27370,Falls,Falls,MONTE CREEK,GUISH CREEK,9,563566,6210501,11,291199,5613134,2021-02-11,"c(-182566.906139218, 6264546.21050883, 0)"
27369,Cascade,Falls,NA,GUISH CREEK,9,563901,6210641,11,290584,5595951,2021-02-11,"c(-182210.693519605, 6264626.43960956, 0)"
16443,Cascade/Chute,Cascade/Chute,NA,GUISH CREEK,9,564800,6211100,11,662969,5523584,2021-02-11,"c(-181240.251398679, 6264924.23535916, 0)"
17833,Log Jam,Falls,OTTER CREEK,GUISH CREEK,9,563100,6210200,11,336655,5727190,2021-02-11,"c(-183080.948372899, 6264329.3672953, 0)"
17832,Cascade/Chute,Falls,HELLROAR CREEK,GUISH CREEK,9,564800,6211100,11,359419,5784685,2021-02-11,"c(-181240.251398679, 6264924.23535916, 0)"
17131,Culvert,Falls,FADEAWAY CREEK,GUISH CREEK,9,563100,6210200,11,584703,5605641,2021-02-11,"c(-183080.948372899, 6264329.3672953, 0)"
15681,Culvert,Falls,LAKELSE RIVER,GUISH CREEK,9,563100,6210200,9,529599,6023563,2021-02-11,"c(-183080.948372899, 6264329.3672953, 0)"
15680,Culvert,Cascade/Chute,LAKELSE RIVER,GUISH CREEK,9,564800,6211100,9,529633,6023492,2021-02-11,"c(-181240.251398679, 6264924.23535916, 0)"
33889,Rocks,Rocks,GAIL CREEK,NA,9,536248,6042475,9,615572,6157631,2021-02-11,"c(-238716.231968154, 6102727.58184961, 0)"
33888,Rocks,Rocks,GAIL CREEK,NA,9,536289,6042556,9,615106,6158556,2021-02-11,"c(-238661.662048291, 6102800.89400119, 0)"
28532,Culvert,Falls,LEONIE CREEK,NA,9,598410,6087739,10,701112,5677694,2021-02-11,"c(-169320.714874731, 6136914.92400078, 0)"
27152,Cascade,Log jam,NA,NA,9,611910,6030828,9,595130,5762688,2021-02-11,"c(-165706.910714753, 6078223.66046209, 0)"
16899,Falls,Log Jam,NA,NA,9,612400,6030400,10,349863,5450494,2021-02-11,"c(-165294.648414451, 6077715.91131671, 0)"
27997,Cascade,Falls,NA,NA,10,338736,6034794,11,468050,5580446,2021-02-11,"c(-49807.5910576776, 6065171.15531053, 0)"
20514,Falls,BEAVER DAM,RICHARDS CREEK,NA,9,517005,6218932,10,452278,5408884,2021-02-11,"c(-227227.639913894, 6281030.89151784, 0)"
33551,Dam,Rocks,EQUESIS CREEK,NA,9,507521,6211825,11,326981,5575449,2021-02-11,"c(-237871.49467779, 6275643.77270751, 0)"
35178,Rocks,Rocks,SNIPPAKER CREEK,NA,9,517178,6245215,9,387104,6278376,2021-02-11,"c(-222454.59722169, 6307049.78587373, 0)"
34824,Canyon,Rocks,BLAEBERRY RIVER,NA,9,387523,6274101,11,497533,5696953,2021-02-11,"c(-345994.329577425, 6358520.74761226, 0)"
23473,Falls,Rock,CATARACT CREEK,NA,9,388182,6273793,10,333818,5431401,2021-02-11,"c(-345394.3168415, 6358098.48745852, 0)"
9850,NA,Falls,NA,NA,9,423218,6326879,NA,NA,NA,NA,"c(-301224.665681557, 6404589.79687294, 0)"
31727,Falls,Falls,BROWNS RIVER,TUMEKA CREEK,9,469297,6348026,10,351906,5506190,2021-02-11,"c(-251781.113776858, 6417389.33333413, 0)"
37212,Rocks,Rocks,MERO CREEK,MILL CREEK,10,479799,5504114,9,621659,6186946,2021-02-11,"c(47179.3799576671, 5523035.00326056, 0)"
37211,Rocks,Rocks,MERO CREEK,MILL CREEK,10,480798,5502915,9,621668,6186950,2021-02-11,"c(48081.6417366264, 5521756.81260568, 0)"
37210,Rocks,Dam,MERO CREEK,MILL CREEK,10,481091,5502438,9,621760,6186957,2021-02-11,"c(48336.2324736217, 5521256.6795604, 0)"
37209,Rocks,Dam,MERO CREEK,MILL CREEK,10,481339,5501993,9,626513,6186729,2021-02-11,"c(48548.4192985875, 5520792.12989749, 0)"
37208,Falls,Rocks,NA,MILL CREEK,10,481371,5501861,9,571412,6006529,2021-02-11,"c(48569.8250409988, 5520657.66029047, 0)"
37207,Falls,Rocks,NA,MILL CREEK,10,481413,5501825,9,571249,6006515,2021-02-11,"c(48608.9127484644, 5520618.32211999, 0)"
37206,Falls,Rocks,NA,MILL CREEK,10,481492,5501756,9,583559,6271660,2021-02-11,"c(48682.3307961675, 5520543.04382213, 0)"
37267,Cascade,Falls,NA,WOODFIBRE CREEK,10,479990,5501408,9,525740,6114134,2021-02-11,"c(47153.5082530802, 5520315.56935449, 0)"
37266,Rocks,Dam,NA,WOODFIBRE CREEK,10,480077,5501314,10,570412,6098763,2021-02-11,"c(47232.9202041339, 5520214.66781965, 0)"
37265,Rocks,Cascade,NA,WOODFIBRE CREEK,10,480557,5501152,10,570610,6099273,2021-02-11,"c(47699.615453456, 5520014.34113113, 0)"
37385,Cascade,Rocks,SNOWCAP CREEK,CRAZY CREEK,10,355211,5709317,10,541845,5531010,2021-02-11,"c(-60699.0317035571, 5738318.34695466, 0)"
37384,Rocks,Rocks,SNOWCAP CREEK,CRAZY CREEK,10,355632,5709306,10,541884,5531029,2021-02-11,"c(-60278.8502554632, 5738272.62995715, 0)"
19938,Falls,Rock,KEET CREEK,CRAZY CREEK,10,355680,5709299,9,656891,5747534,2021-02-11,"c(-60231.4175237051, 5738261.67124317, 0)"
24451,Log jam,Rock,ROGERS CREEK,CRAZY CREEK,10,354864,5709262,10,374035,5455847,2021-02-11,"c(-61050.6404943035, 5738291.9485655, 0)"
28200,Cascade,Cascade,NA,NA,10,298026,5616984,10,452646,5568435,2021-02-11,"c(-125493.769047591, 5650622.2220657, 0)"
31194,Cascade,Cascade,NA,STANTON CREEK,10,323334,5664119,10,622135,5835314,2021-02-11,"c(-96307.4265086697, 5695723.67635063, 0)"
25223,BEAVER DAM,Falls,NA,STANTON CREEK,10,321973,5664109,10,423135,6079630,2021-02-11,"c(-97670.1091966453, 5695825.3612633, 0)"
25130,OTHER,Log jam,ROLLEY CREEK,STANTON CREEK,10,321973,5664109,10,546344,5455271,2021-02-11,"c(-97670.1091966453, 5695825.3612633, 0)"
28203,Velocity barrier,Falls,NA,NA,10,294599,5645543,11,426370,5600435,2021-02-11,"c(-126588.403422463, 5679489.21806792, 0)"
28199,Falls,Falls,NA,NA,9,703214,5629097,10,455332,5567646,2021-02-11,"c(-142264.810006437, 5664875.36174989, 0)"
25237,Log jam,Falls,NA,NA,9,674215,5637162,11,604676,5541683,2021-02-11,"c(-169705.549808845, 5677595.52250673, 0)"
25317,Cascade,Velocity barrier,NA,NA,9,566070,5835336,9,663803,5518647,2021-02-11,"c(-244254.280048028, 5892118.51342235, 0)"
32336,Log jam,Cascade,WAHPEETO CREEK,FOCH CREEK,9,493389,5960415,9,676213,5670679,2021-02-11,"c(-295290.174708602, 6028602.89812144, 0)"
21154,BEAVER DAM,Falls,TCHESINKUT CREEK,NA,9,491575,5871947,10,352567,5997825,2021-02-11,"c(-312093.715592391, 5941011.01880625, 0)"
26575,Rock,Cascade,MUCHALAT RIVER,NA,9,424415,5917435,9,693041,5529279,2021-02-11,"c(-371169.323773787, 5997619.16404941, 0)"
21696,Cascade,Falls,DRIFTWOOD CREEK,NA,9,447300,5927809,11,530572,5638326,2021-02-11,"c(-346644.01317879, 6004044.95770323, 0)"
21695,Cascade,Cascade,SALTER CREEK,NA,9,447131,5927782,11,568286,5589125,2021-02-11,"c(-346816.648146514, 6004046.8553286, 0)"
21196,Cascade,Cascade,TAYLOR RIVER,NA,9,411036,5977968,9,517888,6244345,2021-02-11,"c(-374147.723275438, 6060117.29545007, 0)"
24680,Cascade,Falls,NA,SOLLY CREEK,10,436336,5411103,9,564227,5803656,2021-02-11,"c(-3676.17371394666, 5433521.27978257, 0)"
102,Dam - Unknown Origin,Dam - Unknown Origin,ISLAHT LAKE,WESTWOOD LAKE,10,425874,5446406,11,298783,5541027,2021-02-11,"c(-11334.7301173776, 5469653.57690616, 0)"
29544,Falls,Cascade,MESS CREEK,NA,10,329585,5547324,9,377415,6413146,2021-02-11,"c(-99565.91266517, 5578336.10877892, 0)"
29543,Canyon,Culvert,MESS CREEK,NA,10,329495,5547332,9,377415,6413146,2021-02-11,"c(-99655.3382007878, 5578351.39151566, 0)"
23754,Rock,Falls,NA,NOOMAS CREEK,9,645597,5583840,11,450228,5589638,2021-02-11,"c(-206772.401969485, 5629338.56217939, 0)"
25904,BEAVER DAM,Log jam,NA,NA,10,416812,5391632,10,566806,6571163,2021-02-11,"c(-24741.7961817866, 5415593.74226578, 0)"
25903,Cascade,Log jam,DEAN RIVER,NA,10,416788,5391440,9,637001,5852479,2021-02-11,"c(-24780.9732852422, 5415403.60420873, 0)"
25902,Culvert,Log jam,NA,NA,10,416731,5391334,10,526715,6324602,2021-02-11,"c(-24846.36077066, 5415302.08848666, 0)"
26304,Falls,Falls,KAIPIT CREEK,NA,10,412558,5397992,9,660018,5558010,2021-02-11,"c(-28493.7833942916, 5422291.36521689, 0)"
32455,Falls,Falls,BREM RIVER,WALBRAN CREEK,10,377817,5382072,10,381047,5590005,2021-02-11,"c(-64507.8496305394, 5409111.06071299, 0)"
25982,Rock,Falls,BUGABOO CREEK,WALBRAN CREEK,10,384643,5390293,11,540702,5637050,2021-02-11,"c(-57028.1448807848, 5416797.28396111, 0)"
31492,Falls,Log jam,RAYFIELD RIVER,NA,10,363262,5418441,10,633247,5690770,2021-02-11,"c(-76191.713364344, 5446657.09215585, 0)"
31491,Falls,Falls,ANSEDAGAN CREEK,NA,10,363102,5418531,9,477155,6110275,2021-02-11,"c(-76344.6782560003, 5446759.86206872, 0)"
21683,Culvert,Falls,MOULD CREEK,BOOKHOUT CREEK,10,351530,5460199,9,661238,6592547,2021-02-11,"c(-84606.05729433, 5489379.9199307, 0)"
23649,Falls,Falls,CERVUS CREEK,BOOKHOUT CREEK,10,351467,5460798,10,299980,5526025,2021-02-11,"c(-84621.2499997475, 5489984.39999395, 0)"
24701,Falls,Falls,NA,COEUR D'ALENE CREEK,10,344631,5434856,9,567609,5849480,2021-02-11,"c(-93531.9908545857, 5464566.67668219, 0)"
32680,Culvert,Cascade,PUNTATAENKUT CREEK,NA,10,315730,5450648,10,496246,5869461,2021-02-11,"c(-121202.814603256, 5482679.33605959, 0)"
30996,Falls,Falls,NA,ELBOW CREEK,9,711985,5539360,9,696317,5628342,2021-02-11,"c(-148086.275206147, 5574484.51712197, 0)"
29387,Cascade,Falls,NA,ELBOW CREEK,9,711299,5542887,9,611013,6047407,2021-02-11,"c(-148199.104692777, 5578092.42027325, 0)"
29371,Falls,Falls,LITTLE JOE CREEK,ELBOW CREEK,9,710066,5542611,9,640479,6082615,2021-02-11,"c(-149466.231654144, 5578017.14221348, 0)"
35075,Cascade,Rocks,CHIST CREEK,KWOIS CREEK,9,630346,5565119,9,543622,6017700,2021-02-11,"c(-224948.60519183, 5613220.54367873, 0)"
25800,Dam,Rock,COLDSTREAM CREEK,KWOIS CREEK,9,630471,5565017,11,343415,5565763,2021-02-11,"c(-224840.971605138, 5613099.00989359, 0)"
26291,Falls,BEAVER DAM,SEBALHALL CREEK,COLONY CREEK,9,597378,5599388,9,683788,5541489,2021-02-11,"c(-252135.837678992, 5652613.61932954, 0)"
26149,Cascade,Falls,NA,COLONY CREEK,9,597378,5599388,9,694820,5539026,2021-02-11,"c(-252135.837678992, 5652613.61932954, 0)"
25661,Log jam,Falls,LOUP CREEK,NA,8,685349,5896511,10,394402,5396060,2021-02-11,"c(-513933.345733727, 6001878.29349716, 0)"
26189,Canyon,Rock,NA,DELTA CREEK,8,680900,5907511,9,618656,5547973,2021-02-11,"c(-515500.324048012, 6013786.62627241, 0)"
32567,Culvert,Falls,NA,SOUTH PASS CREEK,11,395999,5641729,10,619557,5987016,2021-02-11,"c(395998.999976061, 5641729.00015247, 0)"
23945,Culvert,Falls,NA,SOUTH PASS CREEK,11,396032,5641957,11,458630,5547948,2021-02-11,"c(396031.999581063, 5641957.00002871, 0)"
27527,Persistent debris; present for several years,Dam,NA,MONTE LAKE,11,298968,5596950,11,660334,5461025,2021-02-11,"c(298967.999857384, 5596950.00013922, 0)"
200,Dam - Unknown Origin,Dam - Unknown Origin,CHRIS LAKE,MONTE LAKE,11,298968,5596950,10,638140,5735243,2021-02-11,"c(298967.999857384, 5596950.00013922, 0)"
199,Dam - Unknown Origin,Dam - Unknown Origin,BAPTISTE LAKE,MONTE LAKE,11,298968,5596950,11,563974,5615969,2021-02-11,"c(298967.999857384, 5596950.00013922, 0)"
32309,Culvert,BEAVER DAM,NA,GEDDES CREEK,9,632228,6608094,10,622357,5861784,2021-02-11,"c(-44081.3521933192, 6645452.62407089, 0)"
32308,BEAVER DAM,Culvert,NA,GEDDES CREEK,9,631439,6608884,10,624884,5872563,2021-02-11,"c(-44717.4283225253, 6646374.88987894, 0)"
32267,Falls,BEAVER DAM,BAEZAEKO RIVER,GEDDES CREEK,9,631303,6608721,10,455024,5887459,2021-02-11,"c(-44881.1081231339, 6646238.56864017, 0)"
3722,NA,Cascade or Chute,NA,NA,10,431082,6500545,NA,NA,NA,NA,"c(83275.0081059756, 6522299.37742909, 0)"
26776,Dam,Cascade,SALMON RIVER,MAYVILL CREEK,11,465555,5714899,10,309090,5552611,2021-02-11,"c(465554.999846007, 5714898.99976538, 0)"
26775,Dam,Cascade,CLINT CREEK,MAYVILL CREEK,11,461315,5712431,9,298921,5862513,2021-02-11,"c(461315.000528105, 5712431.00036211, 0)"
26774,Dam,Cascade,TSULQUATE RIVER,MAYVILL CREEK,11,461444,5712392,9,594915,5617748,2021-02-11,"c(461443.999906801, 5712392.00000311, 0)"
26773,Dam,Falls,STEPHENS CREEK,MAYVILL CREEK,11,462416,5712603,9,601108,5606501,2021-02-11,"c(462415.999777634, 5712603.00023384, 0)"
26772,Dam,Persistent debris; present for several years,SLARKEDUS CREEK,MAYVILL CREEK,11,465417,5715213,9,300621,5906603,2021-02-11,"c(465416.999896871, 5715213.00014852, 0)"
26771,Dam,Cascade,QUINSAM RIVER,MAYVILL CREEK,11,465703,5714877,10,334523,5538514,2021-02-11,"c(465702.999775608, 5714877.00013527, 0)"
26770,Dam,Culvert,QUINSAM RIVER,MAYVILL CREEK,11,466267,5715161,10,317227,5531841,2021-02-11,"c(466267.000508964, 5715161.00043373, 0)"
26769,Dam,Culvert,CAMPBELL RIVER,MAYVILL CREEK,11,466423,5715180,10,332430,5545921,2021-02-11,"c(466423.000038507, 5715179.99992143, 0)"
37970,Dam,Rocks,WOODFIBRE CREEK,CABIN CREEK,11,673150,5441102,10,480077,5501314,2021-02-11,"c(673149.999511611, 5441102.00006913, 0)"
37969,Cascade,Rocks,WOODFIBRE CREEK,CABIN CREEK,11,673219,5441120,10,480557,5501152,2021-02-11,"c(673218.999668876, 5441119.99999437, 0)"
37968,Rocks,Rocks,CHAMBERS CREEK,CABIN CREEK,11,673276,5441221,9,441388,6073598,2021-02-11,"c(673276.000193106, 5441220.99947888, 0)"
37967,Rocks,Rocks,CHAMBERS CREEK,CABIN CREEK,11,674152,5441267,9,441316,6073656,2021-02-11,"c(674152.000421525, 5441266.99969423, 0)"
37966,Rocks,Rocks,CHAMBERS CREEK,CABIN CREEK,11,674224,5441268,9,441271,6073690,2021-02-11,"c(674223.999674289, 5441267.99966215, 0)"
37965,Cascade,Falls,CHAMBERS CREEK,CABIN CREEK,11,676201,5441655,9,441112,6073823,2021-02-11,"c(676200.999868468, 5441655.0003218, 0)"
37964,Rocks,Falls,CHAMBERS CREEK,CABIN CREEK,11,676652,5441624,9,440086,6075451,2021-02-11,"c(676652.000235585, 5441623.99966651, 0)"
29226,Culvert,Falls,COW CREEK,CABIN CREEK,11,673460,5441302,9,606705,6091802,2021-02-11,"c(673459.999644538, 5441301.99988934, 0)"
20778,OTHER,Rock,DUTCH CREEK,CABIN CREEK,11,674247,5441269,11,580175,5573135,2021-02-11,"c(674247.000141696, 5441269.00006758, 0)"
19904,Dam,Rock,NA,CABIN CREEK,11,673185,5441106,10,514349,5573606,2021-02-11,"c(673185.000296819, 5441105.99959805, 0)"
19903,Dam,Rock,MCLENNAN CREEK,CABIN CREEK,11,674126,5441268,10,548119,5439652,2021-02-11,"c(674125.99998791, 5441267.99981405, 0)"
19902,Dam,Rock,CHILQUA CREEK,CABIN CREEK,11,673009,5441119,10,556018,5447283,2021-02-11,"c(673009.000316931, 5441119.00025511, 0)"
24117,Log jam,Falls,GLENDALE CREEK,CABIN CREEK,11,673262,5441189,10,312921,5610967,2021-02-11,"c(673261.999976091, 5441189.00005822, 0)"
19212,Cascade,Falls,LOIS RIVER,CABIN CREEK,11,676635,5441633,10,404272,5514502,2021-02-11,"c(676634.999810947, 5441633.0000621, 0)"
29107,Falls,Cascade,NA,NA,9,564355,6074057,9,560265,5799140,2021-02-11,"c(-205419.436281418, 6129215.49656096, 0)"
22953,Falls,Falls,KITNAYAKWA RIVER,PIMPERNEL CREEK,9,625845,5995956,9,578304,6024885,2021-02-11,"c(-157850.529632225, 6041301.60453573, 0)"
27126,Falls,Falls,NA,DENYS CREEK,9,616633,6033928,9,582308,5791446,2021-02-11,"c(-160498.391127569, 6080487.16023175, 0)"
27125,Cascade,Cascade,NA,DENYS CREEK,9,616324,6033813,9,582277,5792328,2021-02-11,"c(-160824.131211021, 6080426.07259236, 0)"
