FSHBSTCLPN,obstacle_name,BSTCLNM,gazetted_name,GZTTDNM,UTM_ZONE,TMSTNG,TMNRTHNG,utm_zone,utm_easting,utm_northing,last_updated,geometry
33148,Cascade,Rocks,ROCKY CREEK,MUSKEG RIVER,10,481588,6050702,10,582526,6128615,2021-02-11,"c(94269.4655779316, 6068835.1664196, 0)"
33631,Falls,Rocks,NA,NA,9,539794,6028741,9,585555,5774007,2021-02-11,"c(-237553.679503297, 6088495.8984599, 0)"
34012,Rocks,Rocks,THEODOSIA RIVER,MISCHINSINLIKA CREEK,10,507047,6125759,10,384846,5551026,2021-02-11,"c(126128.140220617, 6141568.89433132, 0)"
34573,Beaver Dam,Rocks,CAVEN CREEK,AMOS CREEK,9,584655,5551036,11,608240,5446535,2021-02-11,"c(-272629.274206795, 5606622.72646884, 0)"
34574,Beaver Dam,Rocks,CAVEN CREEK,AMOS CREEK,9,584656,5551037,11,607979,5446135,2021-02-11,"c(-272628.118021557, 5606623.55867751, 0)"
34575,Beaver Dam,Rocks,CAVEN CREEK,AMOS CREEK,9,584656,5551038,11,605519,5444519,2021-02-11,"c(-272627.956731708, 5606624.55232846, 0)"
34576,Beaver Dam,Rocks,CAVEN CREEK,AMOS CREEK,9,584718,5551229,11,604848,5444257,2021-02-11,"c(-272535.401149397, 5606804.40091638, 0)"
34817,Rocks,Cascade,KSEMAMAITH CREEK,WEDGEMOUNT CREEK,10,509156,5558572,9,475787,6105100,2021-02-11,"c(80887.060010855, 5575085.00596232, 0)"
35112,Beaver Dam,Rocks,NA,NA,9,547986,5975706,10,350794,5811821,2021-02-11,"c(-238486.272099757, 6034482.1261766, 0)"
35113,Beaver Dam,Rocks,NA,NA,9,548123,5975670,10,352255,5811488,2021-02-11,"c(-238356.477123345, 6034423.0756036, 0)"
35254,Rocks,Culvert,ALLAIRE CREEK,FRUITVALE CREEK,11,459843,5440245,10,406539,5659000,2021-02-11,"c(459842.999924552, 5440244.99991156, 0)"
35645,Beaver Dam,Rocks,LITTLE SAND CREEK,NA,9,459101,6056171,11,623783,5470256,2021-02-11,"c(-312937.518375168, 6129589.77131236, 0)"
35943,Rocks,Cascade,NA,KASIKS RIVER,9,465187,6023306,9,552223,5978366,2021-02-11,"c(-312546.14350721, 6095897.56539904, 0)"
35944,Rocks,Rocks,NA,KASIKS RIVER,9,465148,6023595,9,552383,5978216,2021-02-11,"c(-312535.258349332, 6096191.34506063, 0)"
35945,Rocks,Cascade,NA,KASIKS RIVER,9,464062,6030501,9,552869,5977749,2021-02-11,"c(-312427.662899309, 6103237.99557273, 0)"
35946,Canyon,Cascade,TOON RIVER,KASIKS RIVER,9,462226,6031771,9,440384,6040636,2021-02-11,"c(-314033.176555405, 6104815.11025562, 0)"
36136,Cascade,Cascade,CARBON CREEK,SEATON CREEK,11,482191,5541006,10,522026,6199251,2021-02-11,"c(482191.000396481, 5541005.99968705, 0)"
36137,Canyon,Cascade,CARBON CREEK,SEATON CREEK,11,482365,5541078,10,517882,6183257,2021-02-11,"c(482365.00008447, 5541078.00025186, 0)"
36138,Rocks,Beaver Dam,CARBON CREEK,SEATON CREEK,11,482624,5541154,10,511970,6181384,2021-02-11,"c(482624.000452352, 5541154.00005153, 0)"
36139,Rocks,Beaver Dam,CARBON CREEK,SEATON CREEK,11,482896,5541352,10,511057,6180741,2021-02-11,"c(482895.99953846, 5541352.00019584, 0)"
36140,Rocks,Cascade,CARBON CREEK,SEATON CREEK,11,482897,5541366,10,511415,6175525,2021-02-11,"c(482896.999570555, 5541366.00029988, 0)"
36141,Cascade,Persistent Debris,CARBON CREEK,SEATON CREEK,11,482900,5541364,10,510174,6173957,2021-02-11,"c(482900.000249621, 5541363.99997897, 0)"
36142,Rocks,Cascade,CARBON CREEK,SEATON CREEK,11,483210,5541519,10,509933,6173586,2021-02-11,"c(483209.999825109, 5541518.99989243, 0)"
36143,Falls,Beaver Dam,NA,SEATON CREEK,11,483644,5541682,9,412708,6396512,2021-02-11,"c(483644.000092988, 5541681.9998453, 0)"
36147,Rocks,Beaver Dam,PARSNIP RIVER,SEATON CREEK,11,484239,5542069,10,595764,6043208,2021-02-11,"c(484238.999705649, 5542068.99961025, 0)"
36151,Rocks,Beaver Dam,CEDAR CREEK,SEATON CREEK,11,485206,5542558,9,437807,6049073,2021-02-11,"c(485206.000461463, 5542557.99989562, 0)"
31081,Cascade,Cascade,MCKUSKY CREEK,WOODHUS CREEK,10,336923,5528911,10,672435,5787150,2021-02-11,"c(-93708.9248679831, 5559316.21455588, 0)"
31635,Cascade,Culvert,NA,NA,10,639377,5854129,11,378803,5484366,2021-02-11,"c(235096.050611694, 5859370.70592657, 0)"
31642,Falls,BEAVER DAM,KWOIEK CREEK,NA,9,440875,6081157,10,576831,5553576,2021-02-11,"c(-326728.612631681, 6157555.79031314, 0)"
30542,Falls,Culvert,LOCKHART GORDON CREEK,NA,9,687395,6105830,9,624186,5712946,2021-02-11,"c(-78141.5184947593, 6139519.57273733, 0)"
30544,Falls,Culvert,ALLARD CREEK,NA,9,687650,6105623,9,620711,5711612,2021-02-11,"c(-77924.9330809519, 6139271.06142486, 0)"
30678,Culvert,Culvert,RESORT CREEK,RAILROAD CREEK,11,403626,5560651,11,294892,5640069,2021-02-11,"c(403626.000227632, 5560650.99981381, 0)"
30679,Culvert,Culvert,NA,RAILROAD CREEK,11,406584,5555199,11,295343,5630692,2021-02-11,"c(406584.000359701, 5555198.99976726, 0)"
30680,Culvert,Falls,RESORT CREEK,RAILROAD CREEK,11,406584,5555199,11,294892,5640069,2021-02-11,"c(406584.000359701, 5555198.99976726, 0)"
30768,Log jam,Culvert,NA,NA,10,465314,5877239,9,574698,6036917,2021-02-11,"c(63318.9930464232, 5896997.3000075, 0)"
31386,Culvert,BEAVER DAM,MONASHEE PASS CREEK,NA,9,644277,5995353,11,392237,5557006,2021-02-11,"c(-139697.38700562, 6037568.2400717, 0)"
30179,Cascade,Log jam,NA,LAPOINTE CREEK,11,529183,5514277,9,638754,5941195,2021-02-11,"c(529182.999653458, 5514277.00029417, 0)"
30834,Dam,Falls,GOLD CREEK,TILDESLEY CREEK,10,332200,6084723,11,599524,5471109,2021-02-11,"c(-52052.6216076113, 6115647.14026605, 0)"
30835,Log jam,Falls,GOLD CREEK,TILDESLEY CREEK,10,335929,6088643,11,598215,5467471,2021-02-11,"c(-47987.1166542039, 6119244.56636897, 0)"
30836,BEAVER DAM,Cascade,GOLD CREEK,TILDESLEY CREEK,10,335952,6088899,11,593054,5460712,2021-02-11,"c(-47942.0638142708, 6119498.49389805, 0)"
30875,Log jam,Cascade,SPADE CREEK,RENTOUL CREEK,10,310070,6035577,11,550245,5522442,2021-02-11,"c(-78402.5530215515, 6068410.59588604, 0)"
31535,Culvert,Culvert,RUCHEON CREEK,BOULDER CREEK,10,426378,5436700,10,578859,5884772,2021-02-11,"c(-11602.8002186756, 5459907.57944257, 0)"
38028,Rocks,Canyon,MATHESON CREEK,BOISE CREEK,10,522631,5497188,11,648617,5481371,2021-02-11,"c(89418.0583093537, 5512687.13946017, 0)"
38029,Cascade,Rocks,BEAR RIVER,BOISE CREEK,10,522253,5496887,10,362424,5633180,2021-02-11,"c(89016.4151648633, 5512416.70476075, 0)"
38033,Cascade,Rocks,BEAR RIVER,BOISE CREEK,10,520841,5495065,10,358640,5641018,2021-02-11,"c(87460.3163641877, 5510709.63431629, 0)"
38034,Rocks,Canyon,BEAR RIVER,BOISE CREEK,10,520369,5494821,10,356216,5641023,2021-02-11,"c(86969.3306219121, 5510503.63757816, 0)"
38035,Cascade,Rocks,BEAR RIVER,BOISE CREEK,10,519889,5494700,10,353319,5642276,2021-02-11,"c(86480.1853298725, 5510421.14354184, 0)"
38036,Cascade,Rocks,BEAR RIVER,BOISE CREEK,10,517205,5495394,10,350627,5640890,2021-02-11,"c(83854.5779774344, 5511328.97494945, 0)"
38037,Rocks,Rocks,NA,BOISE CREEK,10,517203,5495393,9,414490,6307848,2021-02-11,"c(83852.5005563419, 5511328.13610614, 0)"
38038,Rocks,Cascade,NA,BOISE CREEK,10,516794,5495394,9,414846,6307853,2021-02-11,"c(83444.0166715977, 5511361.83653917, 0)"
38039,Falls,Cascade,NA,BOISE CREEK,10,515747,5494971,9,574031,6068105,2021-02-11,"c(82364.3050055373, 5511022.99680141, 0)"
38040,Rocks,Rocks,DERRICK CREEK,BOISE CREEK,10,515601,5494915,9,525296,6161129,2021-02-11,"c(82213.9817412348, 5510978.72908455, 0)"
38041,Rocks,Canyon,POWER RIVER,BOISE CREEK,10,515216,5494747,9,605142,5566414,2021-02-11,"c(81815.9537798825, 5510841.68743675, 0)"
38042,Canyon,Falls,POWER RIVER,BOISE CREEK,10,515080,5494609,9,605136,5566476,2021-02-11,"c(81669.0625624827, 5510714.70459351, 0)"
38198,Rocks,Cascade,NA,MILIGIT CREEK,9,573305,6051815,10,596191,6092708,2021-02-11,"c(-200368.400620925, 6105631.03242117, 0)"
38199,Rocks,Rocks,NA,MILIGIT CREEK,9,573673,6051930,10,596052,6092764,2021-02-11,"c(-199983.903652084, 6105681.89489061, 0)"
38641,Beaver Dam,Rocks,NA,PINE CREEK,9,613718,6058666,9,533968,6176700,2021-02-11,"c(-159150.812412538, 6105489.157457, 0)"
38642,Rocks,Falls,NA,PINE CREEK,9,608952,6066710,9,487336,6157688,2021-02-11,"c(-162491.77660392, 6114273.92418699, 0)"
277,Dam - Unknown Origin,Dam - Unknown Origin,SAKINAW LAKE,DEMPSEY LAKE,10,621573,5743187,10,423132,5500638,2021-02-11,"c(208144.353550619, 5750203.4783352, 0)"
588,Water Management Storage Dam,Dam - Unknown Origin,MOORE LAKE,NA,10,709160,5552937,10,555910,5667201,2021-02-11,"c(280011.771321162, 5553372.30354065, 0)"
596,Water Management Storage Dam,Dam - Unknown Origin,SWALWELL LAKE,SHESTA LAKE,10,500022,5941511,11,339289,5545732,2021-02-11,"c(103389.755018387, 5958255.83765764, 0)"
418,Hydro Dam,Fisheries Management Dam,ALOUETTE LAKE,LADY KING LAKE,11,313841,5589628,10,537287,5459223,2021-02-11,"c(313840.999626751, 5589627.99964388, 0)"
1478,NA,Beaver Dam,NA,NA,10,509483,5852230,NA,NA,NA,NA,"c(105331.981866047, 5868323.361091, 0)"
1333,Beaver Dam,LWD Jam,NA,NA,11,528796,5579190,11,595346,5594795,2021-02-11,"c(528796.000228735, 5579189.99956931, 0)"
2583,NA,Culvert,NA,NA,10,504501,5841795,NA,NA,NA,NA,"c(99485.8129712717, 5858320.7910782, 0)"
3283,NA,Culvert,NA,NA,10,504757,5842904,NA,NA,NA,NA,"c(99834.0393509181, 5859406.72807091, 0)"
3087,NA,Falls,NA,NA,11,472102,5495840,NA,NA,NA,NA,"c(472101.999654393, 5495840.00009191, 0)"
3534,Culvert,Cascade or Chute,NA,NA,9,482477,6191624,11,401449,5536926,2021-02-11,"c(-266236.019001535, 6259985.87371044, 0)"
3411,NA,Bridge,NA,NA,11,404918,5529741,NA,NA,NA,NA,"c(404917.999858958, 5529740.99978402, 0)"
4452,NA,Culvert,NA,NA,9,660722,6117879,NA,NA,NA,NA,"c(-102449.822215415, 6156025.27018633, 0)"
8813,NA,Beaver Dam,NA,NA,10,553432,5861151,NA,NA,NA,NA,"c(149947.547582532, 5873553.7030244, 0)"
9390,NA,Beaver Dam,NA,NA,10,513683,5852583,NA,NA,NA,NA,"c(109554.760754235, 5868324.67785693, 0)"
6269,Landslide or bank sloughing,Cascade or Chute,EUCHINIKO RIVER,NA,11,404974,5530103,10,457415,5905029,2021-02-11,"c(404974.000208443, 5530103.0002784, 0)"
12421,NA,Falls,NA,NA,11,472102,5495880,NA,NA,NA,NA,"c(472102.000386816, 5495880.00032236, 0)"
8430,NA,Velocity barrier,NA,NA,10,588261,5838180,NA,NA,NA,NA,"c(182782.989726098, 5847725.29439405, 0)"
34065,Cascade,Cascade,BISHOP RIVER,SPRINGER CREEK,11,475341,5515786,10,411386,5649257,2021-02-11,"c(475340.999584612, 5515786.00032557, 0)"
34064,Rocks,Cascade,FAIRFAX CREEK,SPRINGER CREEK,11,474854,5515319,9,299907,5842613,2021-02-11,"c(474853.999901366, 5515318.99953196, 0)"
34063,Rocks,Cascade,WURTTEMBERG CREEK,SPRINGER CREEK,11,474411,5514938,11,499042,5472309,2021-02-11,"c(474410.999640823, 5514937.99963178, 0)"
34062,Rocks,Rocks,WURTTEMBERG CREEK,SPRINGER CREEK,11,473899,5514950,11,499046,5472360,2021-02-11,"c(473898.999559005, 5514949.99973707, 0)"
34061,Rocks,Cascade,WURTTEMBERG CREEK,SPRINGER CREEK,11,473598,5514647,11,498934,5472460,2021-02-11,"c(473598.000205292, 5514646.99993307, 0)"
34060,Dam,Canyon,FAIRFAX CREEK,SPRINGER CREEK,11,473120,5514524,9,298752,5844609,2021-02-11,"c(473119.999704264, 5514524.00017985, 0)"
34059,Rocks,Cascade,WURTTEMBERG CREEK,SPRINGER CREEK,11,472418,5514596,11,498998,5472738,2021-02-11,"c(472418.000449637, 5514596.00012936, 0)"
34058,Logs,Cascade,SHANOSS CREEK,SPRINGER CREEK,11,472181,5514584,9,514627,6276717,2021-02-11,"c(472180.999812905, 5514583.99952921, 0)"
34057,Logs,Rocks,SHANOSS CREEK,SPRINGER CREEK,11,472118,5514575,9,514648,6276833,2021-02-11,"c(472118.000026193, 5514574.99994146, 0)"
34056,Rocks,Rocks,HASLAM CREEK,SPRINGER CREEK,11,471537,5514559,10,427150,5494160,2021-02-11,"c(471537.000147304, 5514559.00030039, 0)"
34055,Rocks,Rocks,HASLAM CREEK,SPRINGER CREEK,11,471287,5514486,10,426897,5494113,2021-02-11,"c(471286.999838365, 5514486.00051672, 0)"
34054,Rocks,Rocks,NA,SPRINGER CREEK,11,467211,5512909,10,491953,5584675,2021-02-11,"c(467211.00016655, 5512908.99970223, 0)"
34053,Rocks,Rocks,PETERSEN CREEK,SPRINGER CREEK,11,467211,5512908,10,491718,5584632,2021-02-11,"c(467210.99973465, 5512907.99984072, 0)"
34052,Rocks,Rocks,TRAPLINE CREEK,SPRINGER CREEK,11,467141,5512550,9,561555,6031053,2021-02-11,"c(467141.000006689, 5512550.00042129, 0)"
34051,Canyon,Rocks,DIORITE CREEK,SPRINGER CREEK,11,467140,5512549,11,596194,5536426,2021-02-11,"c(467140.000148528, 5512548.99998816, 0)"
34050,Rocks,Dam,DIORITE CREEK,SPRINGER CREEK,11,466779,5512394,11,596133,5536503,2021-02-11,"c(466779.000086773, 5512394.00026755, 0)"
34049,Rocks,Rocks,NA,SPRINGER CREEK,11,466728,5512405,10,431986,5564879,2021-02-11,"c(466727.999673386, 5512405.00022656, 0)"
34048,Canyon,Rocks,NA,SPRINGER CREEK,11,466728,5512405,10,431960,5564876,2021-02-11,"c(466727.999673386, 5512405.00022656, 0)"
34047,Cascade,Culvert,HUNAECHIN CREEK,SPRINGER CREEK,11,466423,5512641,10,434795,5570922,2021-02-11,"c(466422.999615443, 5512641.00003184, 0)"
25165,Falls,Cascade,SIKANNI CHIEF RIVER,SPRINGER CREEK,11,474517,5514953,10,497736,6346999,2021-02-11,"c(474517.000103689, 5514952.99953025, 0)"
20845,Falls,Rock,FELLERS CREEK,SPRINGER CREEK,11,471397,5514490,10,633216,6064366,2021-02-11,"c(471397.000011973, 5514490.00000887, 0)"
20825,Falls,Rock,CLEARWATER RIVER,SPRINGER CREEK,11,471443,5514541,10,691709,5774242,2021-02-11,"c(471443.000039231, 5514541.00043793, 0)"
20541,BEAVER DAM,Cascade,NA,SPRINGER CREEK,11,475491,5515844,10,383877,5741889,2021-02-11,"c(475491.00029098, 5515843.99991407, 0)"
20540,BEAVER DAM,Cascade,DEAN RIVER,SPRINGER CREEK,11,472286,5514573,10,365787,5789188,2021-02-11,"c(472285.999865178, 5514573.00024883, 0)"
24425,Falls,Cascade,JEAN MARIE CREEK,SPRINGER CREEK,11,474958,5515451,10,393905,6113592,2021-02-11,"c(474957.999939469, 5515450.99986335, 0)"
19375,Falls,Canyon,MILL STREAM,SPRINGER CREEK,11,473048,5514502,10,465438,5366438,2021-02-11,"c(473047.999555241, 5514501.99970965, 0)"
27896,Log jam,Falls,NA,HOUGHTON CREEK,11,522487,5499583,11,532664,5508332,2021-02-11,"c(522486.999719085, 5499583.00022526, 0)"
36759,Rocks,Cascade,NA,MARY ANN CREEK,11,591699,5574790,10,415317,5424906,2021-02-11,"c(591699.000398266, 5574790.00037305, 0)"
20568,BEAVER DAM,Cascade,CORBIN CREEK,MARY ANN CREEK,11,591548,5575021,11,672306,5483862,2021-02-11,"c(591548.00035964, 5575020.9999945, 0)"
21059,Canyon,Log jam,CAPTAIN CREEK,MARY ANN CREEK,11,592253,5574588,10,600483,6015997,2021-02-11,"c(592253.000242985, 5574588.00041412, 0)"
27371,Culvert,Falls,CHEAM SLOUGH,WILLOWFLAT CREEK,9,565752,6207651,10,588413,5452538,2021-02-11,"c(-180898.852227469, 6261342.30012903, 0)"
16041,NA,Falls,NA,WILLOWFLAT CREEK,9,565600,6207400,NA,NA,NA,NA,"c(-181093.157470389, 6261120.2084146, 0)"
17469,Culvert,Falls,ENDAKO RIVER,WILLOWFLAT CREEK,9,565600,6207400,9,693970,6031510,2021-02-11,"c(-181093.157470389, 6261120.2084146, 0)"
15682,Culvert,Falls,LAKELSE RIVER,WILLOWFLAT CREEK,9,565600,6207400,9,528682,6028033,2021-02-11,"c(-181093.157470389, 6261120.2084146, 0)"
29076,Cascade,Falls,NA,NA,9,627949,6051854,9,581753,5747857,2021-02-11,"c(-146224.253586401, 6096304.90244485, 0)"
29074,Cascade,Culvert,NA,NA,9,630547,6055668,9,580928,5746075,2021-02-11,"c(-142998.599647908, 6099636.64075006, 0)"
29073,Falls,Culvert,NA,NA,9,630459,6054448,9,553968,5816387,2021-02-11,"c(-143294.668117734, 6098443.70424176, 0)"
16832,Falls,Cascade/Chute,NA,NA,9,628407,6050211,10,415092,6156820,2021-02-11,"c(-146052.005293765, 6094599.53752495, 0)"
15839,NA,Culvert,NA,NA,9,630000,6054300,NA,NA,NA,NA,"c(-143774.504801256, 6098375.75963547, 0)"
15838,NA,Culvert,NA,NA,9,630700,6055700,NA,NA,NA,NA,"c(-142841.62383583, 6099642.12187093, 0)"
18330,Log Jam,Culvert,DONELLY CREEK,NA,9,630000,6054300,10,497325,5607375,2021-02-11,"c(-143774.504801256, 6098375.75963547, 0)"
18227,Log Jam,Falls,NORBOE CREEK,NA,9,628407,6050211,11,634343,5527993,2021-02-11,"c(-146052.005293765, 6094599.53752495, 0)"
17522,Falls,Falls,NAVY CREEK,NA,9,628407,6050211,11,489666,5737058,2021-02-11,"c(-146052.005293765, 6094599.53752495, 0)"
32544,Culvert,Persistent debris; present for several years,NA,NA,9,684713,6071847,10,563819,6248424,2021-02-11,"c(-86623.6631535904, 6106371.47975484, 0)"
25334,Dam,Cascade,ASHBURNHAM CREEK,DALLERY CREEK,9,635023,5724771,10,412893,5406517,2021-02-11,"c(-194211.791553633, 5770927.92784102, 0)"
26331,Falls,Persistent debris; present for several years,SEDMOND CREEK,DALLERY CREEK,9,634557,5718704,9,352815,5785821,2021-02-11,"c(-195674.863252799, 5764985.76607952, 0)"
26330,Falls,Persistent debris; present for several years,IKEDA CREEK,DALLERY CREEK,9,634965,5720335,9,351465,5795846,2021-02-11,"c(-195001.118761166, 5766536.61104284, 0)"
26328,Falls,Cascade,NA,DALLERY CREEK,9,634567,5722644,9,305289,5845088,2021-02-11,"c(-195015.112543642, 5768893.00711222, 0)"
26327,Falls,Cascade,CHADSEY CREEK,DALLERY CREEK,9,634882,5723811,9,299710,5875342,2021-02-11,"c(-194510.074421013, 5769998.80185868, 0)"
19966,Dam,Rock,SAND CREEK,DALLERY CREEK,9,633438,5715799,11,629768,5471967,2021-02-11,"c(-197264.004049603, 5762288.09767916, 0)"
24011,Falls,Cascade,NA,DALLERY CREEK,9,634201,5717979,11,362633,5516665,2021-02-11,"c(-196147.601072206, 5764325.17783567, 0)"
23975,Dam,Cascade,MASHITER CREEK,DALLERY CREEK,9,634750,5722876,10,493502,5514171,2021-02-11,"c(-194795.28691324, 5769092.98250527, 0)"
35766,Beaver Dam,Cascade,THORNE CREEK,HACKETT RIVER,9,345419,6450793,9,639890,6299263,2021-02-11,"c(-356298.825502931, 6541445.92481244, 0)"
19687,Falls,Velocity barrier,CUMMINS RIVER,HIXON CREEK,10,507990,5484150,11,416394,5767544,2021-02-11,"c(73750.4668633426, 5500832.66038254, 0)"
23359,BEAVER DAM,Falls,FREEMAN CREEK,HIXON CREEK,10,512017,5485857,11,582371,5431891,2021-02-11,"c(77909.8522291969, 5502216.4077781, 0)"
23354,BEAVER DAM,Falls,NA,HIXON CREEK,10,510998,5485627,11,668450,5476973,2021-02-11,"c(76873.4959668836, 5502068.01665029, 0)"
23332,Dam,Falls,BRIDGE RIVER,HIXON CREEK,10,511811,5488197,10,510134,5631835,2021-02-11,"c(77890.9667048982, 5504570.52235401, 0)"
23326,Dam,Falls,PEACHLAND CREEK,HIXON CREEK,10,511911,5487773,11,286816,5524146,2021-02-11,"c(77956.995299967, 5504138.95881406, 0)"
23187,Falls,Cascade,NANOOSE CREEK,HIXON CREEK,10,512147,5488488,10,410130,5458159,2021-02-11,"c(78249.8778232413, 5504834.38776229, 0)"
22841,Cascade,Cascade,BULKLEY RIVER,HIXON CREEK,10,511575,5485630,9,606697,6097391,2021-02-11,"c(77450.1633884058, 5502024.93312892, 0)"
31982,Cascade,Cascade,NA,MARBLE RIVER,9,613108,5587274,11,412564,5568609,2021-02-11,"c(-238478.0562953, 5638021.08457634, 0)"
31981,Cascade,Falls,NA,MARBLE RIVER,9,613199,5587640,11,412434,5567345,2021-02-11,"c(-238328.214995174, 5638369.87267406, 0)"
31980,Falls,Falls,NA,MARBLE RIVER,9,607091,5599262,11,410779,5567026,2021-02-11,"c(-242506.475282225, 5650907.84372542, 0)"
31691,Cascade,Dam,MUCHALAT RIVER,MARBLE RIVER,9,613109,5587275,9,692934,5529773,2021-02-11,"c(-238476.900802764, 5638021.91498052, 0)"
26013,Rock,Cascade,OCHRE CREEK,MARBLE RIVER,9,611165,5598360,11,554314,5672598,2021-02-11,"c(-238606.240020027, 5649349.08759624, 0)"
26241,Falls,Log jam,BULSON CREEK,MARBLE RIVER,9,604936,5599514,10,302295,5463648,2021-02-11,"c(-244606.301463423, 5651508.82036964, 0)"
25665,Log jam,Falls,NA,MARBLE RIVER,9,608589,5599219,10,391610,5393368,2021-02-11,"c(-241025.376391383, 5650621.41455561, 0)"
26145,Cascade,Falls,HOUSTON RIVER,MARBLE RIVER,9,611162,5598598,9,697510,5499092,2021-02-11,"c(-238570.507524846, 5649585.98684292, 0)"
26131,Cascade,Falls,BULSON CREEK,MARBLE RIVER,9,606958,5599191,10,302403,5463323,2021-02-11,"c(-242650.150088994, 5650858.95125144, 0)"
25514,Log jam,Dam,HAIL CREEK,MARBLE RIVER,9,604936,5599514,11,441701,5531418,2021-02-11,"c(-244606.301463423, 5651508.82036964, 0)"
16266,NA,Falls,NA,MARBLE RIVER,9,606640,5598950,NA,NA,NA,NA,"c(-243005.264052038, 5650671.2770293, 0)"
16652,Beaver Dams,Falls,NA,MARBLE RIVER,9,611250,5598660,10,471870,5694546,2021-02-11,"c(-238473.009790655, 5649633.25927196, 0)"
18394,Log Jam,Falls,NA,MARBLE RIVER,9,613212,5587749,10,473389,5923449,2021-02-11,"c(-238297.596051978, 5638476.03636355, 0)"
18046,Beaver Dams,Cascade/Chute,KETCHAM CREEK,MARBLE RIVER,9,613212,5587749,10,587043,5904927,2021-02-11,"c(-238297.596051978, 5638476.03636355, 0)"
18044,Beaver Dams,Falls,WEST CREEK,MARBLE RIVER,9,608080,5599273,10,600820,5900914,2021-02-11,"c(-241522.220494749, 5650757.8667645, 0)"
17337,Beaver Dams,Cascade/Chute,NA,MARBLE RIVER,9,613212,5587749,10,490214,5928921,2021-02-11,"c(-238297.596051978, 5638476.03636355, 0)"
29367,Falls,BEAVER DAM,JIM BROWN CREEK,NA,9,600360,6013648,10,404392,5565025,2021-02-11,"c(-180085.193347492, 6063174.37575147, 0)"
29366,Falls,BEAVER DAM,NA,NA,9,600311,6013768,10,412533,5549214,2021-02-11,"c(-180113.267711504, 6063301.65583097, 0)"
27898,Cascade,Falls,HUNGRY CREEK,NA,11,511006,5536501,11,538615,5506792,2021-02-11,"c(511005.999673194, 5536501.00030831, 0)"
27897,Log jam,Falls,HUNGRY CREEK,NA,11,510335,5536328,11,538790,5506596,2021-02-11,"c(510335.000248684, 5536328.0000731, 0)"
30400,Cascade,BEAVER DAM,NA,KNIFE CREEK,10,577570,5762842,10,629358,5522885,2021-02-11,"c(165864.611126368, 5773442.06559505, 0)"
30399,Log jam,Culvert,NA,KNIFE CREEK,10,577570,5762842,10,627961,5522678,2021-02-11,"c(165864.611126368, 5773442.06559505, 0)"
30635,Falls,BEAVER DAM,NA,NA,10,631860,5743291,10,599207,5604476,2021-02-11,"c(218413.371229068, 5749460.18472577, 0)"
22472,BEAVER DAM,Falls,NA,NA,10,349854,5409388,10,470747,6026176,2021-02-11,"c(-90328.9199595369, 5438661.35892492, 0)"
29186,Log jam,BEAVER DAM,NA,NA,10,423340,6004746,9,600036,6107977,2021-02-11,"c(32174.8382709494, 6027913.79803863, 0)"
10173,Cascade or Chute,Beaver Dam,NA,NA,10,423461,6004914,10,500725,5909879,2021-02-11,"c(32310.0328504745, 6028071.31590229, 0)"
17373,Rock,Falls,GOOSE CREEK,NA,10,606438,5891960,11,455659,5475553,2021-02-11,"c(205410.73805408, 5899853.38106053, 0)"
16315,NA,Cascade/Chute,NA,NA,10,604159,5881512,NA,NA,NA,NA,"c(202262.145640502, 5889623.22003583, 0)"
32589,BEAVER DAM,Falls,NA,CAMPBELL CREEK,10,706402,5616003,10,562064,6150343,2021-02-11,"c(282346.118680666, 5616459.05862042, 0)"
18956,Culvert,Falls,NACILLEWAET CREEK,CAMPBELL CREEK,10,705816,5614774,11,437691,5605212,2021-02-11,"c(281662.542222848, 5615281.43856181, 0)"
16634,NA,Culvert,NA,GEORGE CREEK,11,328248,5709125,NA,NA,NA,NA,"c(328247.999698371, 5709125.0003427, 0)"
27832,Log jam,Persistent debris; present for several years,MEACHEN CREEK,HARPER CREEK,11,299302,5689308,11,548064,5491966,2021-02-11,"c(299301.999728061, 5689307.99971754, 0)"
557,Weir,Dam - Unknown Origin,BLENKINSOP LAKE,NA,10,675465,5741436,10,473550,5369736,2021-02-11,"c(261741.427141344, 5744022.06921661, 0)"
24419,BEAVER DAM,Culvert,NA,WILLOWSWAMP CREEK,10,650013,5763213,10,422539,6103845,2021-02-11,"c(238158.65446617, 5767831.47993478, 0)"
32239,Culvert,Falls,BOULDER CREEK,NA,10,558929,5849185,10,426378,5436700,2021-02-11,"c(154433.478469787, 5861152.86747918, 0)"
30769,Cascade,Culvert,NA,NA,10,463566,5878837,9,572837,6034660,2021-02-11,"c(61707.1833711226, 5898740.11630814, 0)"
32252,Culvert,Cascade,FRENCH CREEK,NA,10,463566,5878837,10,602704,5882041,2021-02-11,"c(61707.1833711226, 5898740.11630814, 0)"
36078,Rocks,Rocks,KSHADIN CREEK,BRAZION CREEK,10,549687,6138785,9,496705,6143999,2021-02-11,"c(169797.300111057, 6150888.98373743, 0)"
36077,Rocks,Cascade,KSHADIN CREEK,BRAZION CREEK,10,558282,6138030,9,497017,6143711,2021-02-11,"c(178306.086471888, 6149394.4795889, 0)"
36076,Rocks,Rocks,KSHADIN CREEK,BRAZION CREEK,10,569751,6136654,9,497074,6143619,2021-02-11,"c(189627.247991285, 6147033.0118011, 0)"
